Time,Job,Money_Amount_In,Money_Amount_Out,Freelancer,Day,Date,Number_of_Transfers,Latitude_Sender,Longitude_Sender,Latitude_Receiver,Longitude_Receiver,Total_Money,Fraud,Transaction_Distance,Hour
08:04,Student,0,406.3,0,Mon,2019-11-25,1,42.6835,-77.8664,42.048337,-77.228925,406.3,0,0.8998924447921545,8
05:39,Student,0,108.94,0,Wed,2019-07-17,1,42.4069,-74.1528,43.152951,-74.889674,108.94,0,1.048606402077063,5
01:13,Freelancer,0,274.92,1,Thu,2020-06-04,1,43.0498,-78.851,42.543635,-79.39188299999999,274.92,0,0.7407816324086262,1
21:58,Student,0,380.77,0,Fri,2020-04-17,1,29.6047,-96.5249,29.771592,-96.543923,380.77,0,0.167972659063906,21
15:23,Student,0,135.83,0,Mon,2019-03-11,1,32.5317,-92.176,32.828745,-92.902067,135.83,0,0.784480095677385,15
16:40,Student,0,9.93,0,Sat,2020-06-06,1,38.2352,-104.66,38.675022,-105.236626,9.93,0,0.7252178538618618,16
03:39,Engineer,0,87.49,0,Thu,2019-06-13,1,40.1159,-74.8536,39.711234000000005,-74.528593,87.49,0,0.5190222746713272,3
06:52,Engineer,0,60.73,0,Fri,2019-07-12,1,40.4931,-91.8912,41.237258,-92.882536,60.73,0,1.239563711093547,6
13:36,Doctor,0,103.92,0,Sun,2020-03-08,1,41.4193,-99.3844,42.062659,-99.981991,103.92,0,0.8780807515040907,13
17:47,Student,0,6.1,0,Mon,2020-03-09,1,39.8016,-75.3478,40.676406,-75.295846,6.1,0,0.8763473944458329,17
15:30,Student,0,67.49,0,Thu,2019-04-18,1,32.0758,-96.701,32.394295,-96.092269,67.49,0,0.6870170997769917,15
20:23,Freelancer,0,24.99,1,Mon,2019-03-04,1,32.2768,-95.3031,32.281978,-96.302867,24.99,0,0.9997804088763748,20
22:23,Student,0,14.68,0,Fri,2019-08-30,1,40.6152,-74.415,40.710206,-74.771286,14.68,0,0.3687354794863082,22
01:00,Student,0,9.32,0,Tue,2020-06-02,1,39.6967,-78.8031,38.801326,-78.546367,9.32,0,0.9314539350740824,1
14:58,Student,0,1.83,0,Mon,2019-05-13,1,34.5091,-92.4828,33.761095000000005,-92.023006,1.83,0,0.8780216412258813,14
06:17,Engineer,0,30.28,0,Fri,2019-12-20,1,45.0838,-120.6649,46.077591,-121.050115,30.28,0,1.0658382372133235,6
22:22,Student,0,8.17,0,Sat,2020-02-15,1,39.1505,-79.503,39.526734000000005,-79.940574,8.17,0,0.5770814745181143,22
21:43,Doctor,0,25.85,0,Fri,2019-10-11,1,35.1836,-81.4552,35.763627,-81.291422,25.85,0,0.6027060261960253,21
07:35,Engineer,0,47.96,0,Mon,2019-11-18,1,33.8155,-112.1202,33.830475,-111.884373,47.96,0,0.2363019774652768,7
21:56,Doctor,0,241.74,0,Wed,2019-09-11,1,43.9446,-88.0911,43.983393,-87.130452,241.74,0,0.9614309526705412,21
09:52,Freelancer,0,8.97,1,Mon,2019-03-11,1,42.4657,-93.8262,43.056213,-93.391885,8.97,0,0.7330314607122943,9
01:50,Freelancer,0,136.48,1,Sat,2019-02-16,1,41.5744,-75.5881,41.074491,-75.083331,136.48,0,0.7104229385668732,1
18:43,Freelancer,0,5.62,1,Thu,2019-12-26,1,42.9373,-87.9943,42.937112,-87.385098,5.62,0,0.6092020290084361,18
17:15,Student,0,2.73,0,Sun,2019-12-01,1,45.4963,-89.7273,45.324094,-88.80736800000001,2.73,0,0.9359112089616076,17
02:09,Engineer,0,43.56,0,Wed,2019-06-05,1,30.592,-97.2893,31.417273,-97.967841,43.56,0,1.0684069511239704,2
11:47,Freelancer,0,154.56,1,Sun,2019-08-25,1,40.4542,-98.6538,41.394077,-99.536786,154.56,0,1.289586387693748,11
13:05,Student,0,59.59,0,Thu,2019-08-15,1,38.4549,-122.2564,39.194419,-122.937522,59.59,0,1.0053932217023371,13
22:41,Freelancer,0,5.24,1,Sun,2019-07-28,1,40.0246,-79.6955,40.661416,-79.850133,5.24,0,0.6553212819259002,22
08:52,Student,0,3.6,0,Sun,2020-02-23,1,40.817,-74.0,41.173225,-73.064594,3.6,0,1.0009398760470092,8
10:01,Engineer,0,66.07,0,Thu,2020-04-09,1,40.5503,-79.3237,40.655485,-80.264588,66.07,0,0.946749234364096,10
22:28,Student,0,30.46,0,Thu,2020-06-11,1,36.7651,-94.0492,37.083603,-95.036303,30.46,0,1.0372157411156124,22
20:29,Teacher,0,74.78,0,Sun,2019-02-17,1,45.7549,-84.447,45.867342,-83.514441,74.78,0,0.93931330867022,20
21:31,Student,0,42.21,0,Sun,2019-12-01,1,42.0737,-78.0594,42.794135,-78.155121,42.21,0,0.7267661928474605,21
10:36,Freelancer,0,20.51,1,Sun,2019-06-23,1,41.6964,-96.9858,42.68084,-97.742356,20.51,0,1.241571220162588,10
13:07,Student,0,79.31,0,Mon,2019-08-05,1,48.2777,-112.8456,47.772884000000005,-113.714699,79.31,0,1.0050732638255695,13
16:12,Student,0,7.76,0,Sat,2020-05-02,1,35.9335,-84.1481,35.318532,-85.123649,7.76,0,1.153204878772635,16
11:53,Student,0,16.03,0,Sun,2019-10-27,1,33.4044,-96.2238,32.584208000000004,-96.397758,16.03,0,0.8384368208923064,11
14:44,Student,0,5.01,0,Sat,2019-07-20,1,41.0036,-78.1104,41.312888,-77.709406,5.01,0,0.506414114120054,14
02:28,Engineer,0,68.9,0,Thu,2019-04-11,1,40.029,-93.1607,40.474291,-92.243271,68.9,0,1.0197843128436626,2
16:25,Student,0,32.48,0,Wed,2020-01-22,1,34.5091,-92.4828,35.250875,-93.285576,32.48,0,1.0930139325740638,16
04:58,Engineer,0,57.61,0,Thu,2019-10-10,1,39.3199,-106.6596,39.992695,-106.729773,57.61,0,0.676444648108033,4
21:44,Student,0,221.58,0,Sun,2020-04-19,1,48.8878,-118.2105,48.423617,-119.049091,221.58,0,0.958488770288944,21
16:40,Student,0,28.76,0,Fri,2019-03-22,1,41.0001,-78.2357,40.295292,-77.249814,28.76,0,1.2119098654025338,16
12:58,Student,0,70.9,0,Wed,2020-06-03,1,34.2956,-99.7494,35.288747,-99.824435,70.9,0,0.9959775172331958,12
18:52,Student,0,83.81,0,Fri,2019-12-06,1,44.6437,-90.1031,44.851668,-91.037552,83.81,0,0.9573145926642984,18
04:07,Student,0,203.38,0,Sat,2019-12-21,1,26.7383,-80.27600000000001,25.857446,-80.546217,203.38,0,0.9213690880450638,4
00:22,Student,0,36.0,0,Sun,2019-08-18,1,30.0041,-95.2825,29.409627,-96.108187,36.0,0,1.0174267392289256,0
11:28,Engineer,0,58.78,0,Mon,2019-06-24,1,42.9633,-94.7975,42.098913,-95.641887,58.78,0,1.20836844196544,11
01:23,Freelancer,0,5.17,1,Thu,2019-07-25,1,20.0827,-155.488,19.83263,-155.187775,5.17,0,0.3907301569177963,1
01:06,Engineer,0,73.35,0,Sun,2019-07-21,1,42.6911,-71.1605,43.235031,-71.588738,73.35,0,0.6922779191950348,1
14:52,Student,0,221.06,0,Mon,2019-12-09,1,31.1989,-81.3322,30.71793,-81.305853,221.06,0,0.4816910890903,14
20:53,Student,0,1.07,0,Mon,2019-12-16,1,34.048,-85.9246,34.014546,-85.621486,1.07,0,0.3049545328602218,20
14:01,Student,0,16.73,0,Mon,2019-12-16,1,37.6047,-85.4251,36.931811,-85.745508,16.73,0,0.745279070405843,14
20:55,Student,0,7.65,0,Sat,2019-04-13,1,39.3199,-106.6596,38.526959000000005,-105.956604,7.65,0,1.0596975066012877,20
07:34,Teacher,0,133.3,0,Sat,2019-03-30,1,26.1184,-81.7361,26.898432,-82.728311,133.3,0,1.2621143329924676,7
22:37,Student,0,8.96,0,Thu,2019-05-02,1,40.8798,-73.9067,40.531662,-72.97306999999999,8.96,0,0.9964261357190602,22
04:38,Student,0,8.14,0,Wed,2019-04-10,1,37.0581,-86.1938,36.495056,-85.270226,8.14,0,1.0816688399930958,4
09:48,Engineer,0,48.81,0,Tue,2020-03-17,1,30.592,-97.2893,31.007634000000003,-97.846332,48.81,0,0.6950081085714115,9
11:27,Engineer,0,40.85,0,Thu,2019-04-18,1,33.8084,-81.5956,33.38748,-81.809627,40.85,0,0.4722088554114616,11
14:55,Student,0,58.6,0,Sun,2019-11-17,1,36.3924,-91.9932,36.568379,-92.298126,58.6,0,0.3520631675097468,14
11:38,Student,0,33.4,0,Mon,2020-05-11,1,30.5668,-90.482,30.780581,-89.59536999999999,33.4,0,0.9120389645519646,11
11:01,Student,0,74.63,0,Sun,2019-06-09,1,44.232,-74.4905,44.253664,-74.115398,74.63,0,0.3757270808712072,11
18:58,Student,0,11.82,0,Thu,2019-08-22,1,48.8878,-118.2105,48.556013,-119.141842,11.82,0,0.9886761524043152,18
19:14,Student,0,97.86,0,Sat,2019-09-21,1,44.232,-74.4905,44.519509,-75.40567,97.86,0,0.959269281266218,19
18:49,Student,0,82.32,0,Sat,2019-11-30,1,32.6205,-94.2,33.392231,-93.503361,82.32,0,1.0396512072238508,18
21:35,Student,0,29.86,0,Fri,2020-05-08,1,30.1886,-103.2214,29.633167,-102.340923,29.86,0,1.0410310105938243,21
03:42,Student,0,222.42,0,Tue,2019-01-29,1,39.596,-86.1309,38.96555,-85.243505,222.42,0,1.0885481562728363,3
13:12,Student,0,2.72,0,Sat,2019-08-17,1,32.8357,-79.8217,33.613168,-80.594768,2.72,0,1.0963989345343192,13
16:05,Student,0,26.28,0,Sun,2020-05-17,1,31.8351,-101.0017,31.699506,-100.233523,26.28,0,0.7800523291196505,16
14:48,Student,0,2.57,0,Fri,2019-11-15,1,46.3535,-86.6345,47.193071,-86.472898,2.57,0,0.8549822632341629,14
05:13,Freelancer,0,357.19,1,Sun,2019-07-28,1,39.3716,-77.8229,40.104601,-77.930273,357.19,0,0.7408234790623212,5
13:58,Student,0,6.03,0,Thu,2019-08-08,1,41.5205,-80.0573,41.837903,-80.79009599999999,6.03,0,0.7985828961510442,13
17:34,Student,0,5.89,0,Fri,2019-09-27,1,24.6557,-81.3824,24.431326,-81.932996,5.89,0,0.5945583630662334,17
01:28,Student,0,95.76,0,Thu,2019-07-18,1,40.1151,-79.8627,39.329683,-80.433757,95.76,0,0.9710746424132328,1
07:59,Engineer,0,59.05,0,Tue,2019-04-30,1,37.9943,-88.9417,37.929163,-88.964212,59.05,0,0.0689174790093215,7
15:53,Student,0,130.63,0,Sat,2019-12-21,1,40.732,-73.1,40.181352,-72.704898,130.63,0,0.677730632558392,15
07:52,Student,0,111.07,0,Wed,2019-10-16,1,33.1044,-81.0221,32.476982,-81.029916,111.07,0,0.6274666816493115,7
21:48,Student,0,52.52,0,Fri,2019-11-08,1,39.9636,-79.7853,40.76546,-78.99319399999999,52.52,0,1.127125270249951,21
20:26,Student,0,7.45,0,Sun,2019-05-26,1,35.7382,-98.7388,36.273521,-99.532458,7.45,0,0.9573200060612,20
21:31,Student,0,80.53,0,Sun,2019-03-31,1,29.479,-95.9681,29.591353,-96.308404,80.53,0,0.3583713284081095,21
19:00,Student,0,1.06,0,Fri,2020-06-05,1,40.201,-98.0684,40.9799,-98.823706,1.06,0,1.0849757433399176,19
16:43,Doctor,0,69.38,0,Thu,2019-12-12,1,32.2779,-97.2351,32.191359000000006,-96.952,69.38,0,0.2960320163107396,16
21:10,Student,0,514.86,0,Mon,2019-07-29,1,39.7532,-105.6356,39.120993,-105.670939,514.86,0,0.6331939164031836,21
13:16,Doctor,0,55.06,0,Sun,2020-06-07,1,38.8564,-80.158,39.775531,-80.175863,55.06,0,0.9193045642930316,13
04:04,Student,0,54.84,0,Mon,2019-10-14,1,44.2529,-85.01700000000001,43.999637,-85.931749,54.84,0,0.9491616723034982,4
14:00,Student,0,5.03,0,Sun,2019-09-01,1,45.0838,-120.6649,45.404889,-120.391765,5.03,0,0.4215458150023535,14
00:05,Student,0,57.81,0,Fri,2020-06-05,1,41.0695,-81.5488,41.265639,-81.311077,57.81,0,0.3081926865615115,0
14:54,Student,0,61.77,0,Mon,2019-12-16,1,32.5104,-86.8138,32.530969,-87.21480600000001,61.77,0,0.4015331814396012,14
15:16,Student,0,21.21,0,Sat,2019-05-25,1,33.3224,-86.9657,33.484452000000005,-87.542328,21.21,0,0.5989663605645982,15
23:59,Doctor,0,78.13,0,Sun,2020-04-19,1,33.9056,-118.0818,34.374631,-117.850467,78.13,0,0.5229770892209371,23
04:05,Freelancer,0,5.46,1,Tue,2019-12-03,1,40.0235,-120.7986,39.964315,-120.084391,5.46,0,0.7166570727384161,4
15:19,Freelancer,0,1.57,1,Thu,2019-08-29,1,32.153,-90.1217,32.735316999999995,-90.247614,1.57,0,0.5957746418613284,15
22:00,Teacher,0,19.46,0,Sat,2019-06-15,1,40.8555,-79.7372,41.596246,-78.940221,19.46,0,1.0880625730889808,22
07:09,Student,0,56.43,0,Thu,2020-01-23,1,34.2853,-91.3336,34.195268,-91.082158,56.43,0,0.2670745970473395,7
07:34,Student,0,166.54,0,Fri,2020-03-27,1,36.0244,-90.9288,35.384698,-91.176848,166.54,0,0.6861096553088328,7
20:13,Student,0,10.32,0,Sat,2020-01-25,1,40.7692,-103.0968,40.348146,-102.745325,10.32,0,0.5484716460684215,20
21:03,Doctor,0,14.0,0,Mon,2020-01-27,1,43.2893,-97.1904,43.340507,-96.306739,14.0,0,0.8851434458719145,21
05:14,Student,0,126.06,0,Fri,2020-01-10,1,39.5756,-83.7153,40.545142,-82.766694,126.06,0,1.3564162462164742,5
05:48,Engineer,0,98.57,0,Tue,2019-08-27,1,32.9643,-96.6012,33.074532,-95.629691,98.57,0,0.9777427222460016,5
02:20,Student,0,70.05,0,Thu,2019-12-12,1,32.9643,-96.6012,33.090022999999995,-96.078578,70.05,0,0.5375314201170118,2
08:25,Student,0,86.07,0,Sun,2019-10-20,1,34.0326,-82.2027,33.926167,-81.29983100000001,86.07,0,0.909120682115398,8
18:11,Student,0,78.54,0,Thu,2020-04-23,1,48.6669,-96.5969,47.804735,-96.508769,78.54,0,0.8666576950480486,18
07:56,Student,0,177.01,0,Sun,2019-10-13,1,38.046,-122.1866,38.330246,-121.50323,177.01,0,0.7401286005931651,7
14:41,Student,0,90.76,0,Sat,2019-11-30,1,38.8881,-104.6556,38.74783,-104.470634,90.76,0,0.2321380926431535,14
17:03,Freelancer,0,17.12,1,Tue,2019-10-29,1,41.4802,-86.6919,41.148171000000005,-86.590552,17.12,0,0.3471522345383929,17
07:47,Engineer,0,35.68,0,Mon,2020-03-09,1,41.0767,-74.5982,42.070440000000005,-74.28084,35.68,0,1.043185773100846,7
11:35,Student,0,80.8,0,Mon,2019-07-29,1,32.0913,-83.7922,32.635051000000004,-82.803565,80.8,0,1.1283015169829314,11
07:26,Engineer,0,49.96,0,Sun,2019-12-01,1,30.8836,-84.3246,31.0308,-84.62070899999999,49.96,0,0.3306786655969685,7
18:41,Freelancer,0,13.69,1,Thu,2019-06-06,1,27.4703,-81.4872,27.444348,-81.855756,13.69,0,0.369468579773705,18
21:15,Student,0,10.48,0,Thu,2019-09-05,1,31.929,-97.6443,31.04606,-98.305623,10.48,0,1.1031460256597905,21
19:14,Doctor,0,118.39,0,Wed,2019-12-25,1,47.1709,-100.7944,46.251974,-100.331106,118.39,0,1.029109481013562,19
11:21,Freelancer,0,4.64,1,Sun,2019-12-08,1,44.2529,-85.01700000000001,44.959551,-85.791179,4.64,0,1.048193092823066,11
20:59,Student,0,21.32,0,Sun,2019-04-14,1,41.55,-87.4569,40.621373,-88.329217,21.32,0,1.2740820435191722,20
03:15,Freelancer,0,91.09,1,Tue,2019-07-16,1,32.9013,-91.0286,32.156331,-90.243976,91.09,0,1.081948997105218,3
17:51,Student,0,6.88,0,Mon,2019-05-20,1,32.5486,-80.307,32.932836,-81.119416,6.88,0,0.8986974244716623,17
00:03,Freelancer,0,8.8,1,Mon,2020-06-01,1,39.6967,-78.8031,39.586942,-79.030011,8.8,0,0.2520623345226342,0
15:19,Student,0,39.36,0,Mon,2019-12-09,1,33.9659,-80.9355,33.628758000000005,-80.70631999999999,39.36,0,0.4076618703827984,15
05:36,Engineer,0,67.08,0,Fri,2019-09-20,1,39.849,-86.272,39.654496,-87.20707900000001,67.08,0,0.955093996555837,5
18:13,Student,0,8.15,0,Sat,2019-04-13,1,43.0498,-78.851,42.882364,-79.426767,8.15,0,0.5996185890922638,18
07:01,Freelancer,0,8.55,1,Thu,2019-09-05,1,45.0838,-120.6649,44.65727,-120.518377,8.55,0,0.4509953773920529,7
20:16,Student,0,9.91,0,Tue,2019-12-31,1,40.8618,-85.6067,41.550417,-84.764652,9.91,0,1.0877675335258954,20
17:15,Student,0,11.71,0,Sat,2019-05-11,1,42.5164,-82.9832,43.473094,-82.002538,11.71,0,1.3700223968534244,17
08:32,Student,0,6.17,0,Wed,2020-01-15,1,41.4682,-72.5751,42.364898,-72.726024,6.17,0,0.909310374393686,8
17:52,Student,0,122.48,0,Sun,2019-04-21,1,39.3036,-89.2853,40.014556,-89.20042099999999,122.48,0,0.7160048034594438,17
18:10,Student,0,2.53,0,Sat,2020-04-11,1,42.6315,-75.1866,43.56429,-76.125416,2.53,0,1.3234321538922953,18
16:27,Student,0,33.26,0,Tue,2020-04-07,1,44.4477,-93.4252,44.040335,-92.637429,33.26,0,0.8868649230102682,16
09:45,Engineer,0,71.16,0,Sat,2019-09-07,1,37.1935,-89.0933,37.068408000000005,-88.944934,71.16,0,0.1940630784564583,9
14:17,Doctor,0,118.82,0,Mon,2019-07-08,1,42.2848,-71.7205,41.72597,-71.2421,118.82,0,0.7356340998757519,14
09:35,Student,0,68.84,0,Sun,2019-08-04,1,32.9643,-96.6012,33.161095,-96.338404,68.84,0,0.3283138888944621,9
14:10,Student,0,85.77,0,Sun,2020-03-29,1,40.1159,-74.8536,39.970894,-74.621677,85.77,0,0.2735233408047624,14
19:32,Student,0,107.96,0,Thu,2019-06-13,1,38.1372,-81.5962,37.681096,-82.177222,107.96,0,0.7386592064680493,19
10:15,Engineer,0,45.33,0,Mon,2020-02-24,1,33.413000000000004,-81.69,33.875033,-82.519305,45.33,0,0.9493267488667992,10
09:28,Freelancer,0,2.26,1,Fri,2019-11-29,1,27.5155,-99.4986,26.584932,-98.756796,2.26,0,1.190054610948592,9
02:02,Engineer,0,82.07,0,Sun,2019-05-26,1,37.9048,-86.524,37.054671,-86.117733,82.07,0,0.9422166374725104,2
16:31,Student,0,21.36,0,Mon,2019-12-16,1,39.4125,-80.6352,39.488852,-81.50616,21.36,0,0.8743002627838986,16
15:58,Student,0,14.24,0,Tue,2019-10-01,1,40.813,-83.4196,41.39438,-83.220713,14.24,0,0.6144580890256021,15
20:17,Student,0,77.84,0,Sat,2020-01-04,1,39.7795,-93.3014,40.614306,-93.550789,77.84,0,0.8712611152559245,20
15:10,Student,0,73.13,0,Fri,2020-01-10,1,34.5091,-92.4828,34.744547,-92.012642,73.13,0,0.5258173017056383,15
02:01,Engineer,0,52.34,0,Tue,2020-02-04,1,43.92100000000001,-122.7806,42.953741,-123.693996,52.34,0,1.3303692066103288,2
06:11,Student,0,55.07,0,Sun,2019-05-12,1,42.8035,-88.4092,43.088103,-89.19909,55.07,0,0.839598165617933,6
20:47,Student,0,7.52,0,Sat,2019-04-13,1,48.6669,-96.5969,48.851593,-96.397978,7.52,0,0.2714433022437745,20
05:15,Freelancer,0,188.71,1,Tue,2019-01-08,1,40.8295,-72.6473,41.616289,-73.413219,188.71,0,1.098029528328812,5
12:39,Student,0,145.62,0,Sat,2020-05-30,1,27.9551,-82.2966,28.645209,-82.279664,145.62,0,0.690316782337645,12
04:56,Student,0,5.9,0,Sat,2019-10-05,1,45.67100000000001,-121.8686,46.660088,-122.780409,5.9,0,1.3452474583603569,4
20:08,Doctor,0,16.54,0,Fri,2019-06-14,1,45.5197,-123.8761,45.071931,-123.115404,16.54,0,0.8826978428528046,20
20:42,Student,0,2.81,0,Thu,2019-07-25,1,39.2136,-95.4404,38.372227,-94.838233,2.81,0,1.0346562815824338,20
09:47,Student,0,78.77,0,Wed,2019-07-03,1,35.1836,-81.4552,34.885016,-81.862226,78.77,0,0.5047995342034306,9
06:38,Student,0,107.2,0,Mon,2020-04-27,1,34.048,-85.9246,34.229423,-85.708038,107.2,0,0.2825126630312287,6
19:38,Freelancer,0,8.91,1,Sun,2019-06-16,1,33.4783,-90.5142,33.267534999999995,-90.903386,8.91,0,0.4425919427881591,19
00:48,Freelancer,0,5.91,1,Thu,2020-03-26,1,33.7467,-117.1721,32.843874,-117.746839,5.91,0,1.0702428249687022,0
14:40,Student,0,91.5,0,Wed,2020-04-08,1,39.6094,-100.4112,40.031441,-100.607065,91.5,0,0.4652759438290408,14
06:19,Freelancer,0,6.54,1,Mon,2019-08-12,1,30.6576,-91.6264,30.389629,-91.819771,6.54,0,0.3304554440193099,6
11:51,Student,0,92.7,0,Mon,2019-02-04,1,41.36600000000001,-98.0054,40.736029,-97.493977,92.7,0,0.8114289530020476,11
14:46,Freelancer,0,69.05,1,Mon,2019-03-25,1,38.9311,-89.2463,38.181347,-89.066057,69.05,0,0.7711141939155309,14
07:06,Student,0,92.35,0,Sun,2019-09-29,1,32.0758,-96.701,32.224844,-95.929588,92.35,0,0.7856784251078782,7
22:01,Student,0,53.42,0,Sat,2019-06-01,1,41.6423,-104.1974,41.78655,-103.72741,53.42,0,0.4916285819599953,22
14:13,Student,0,5.99,0,Mon,2020-01-27,1,44.3229,-69.9576,44.376657,-70.603481,5.99,0,0.6481142501210756,14
19:56,Student,0,33.49,0,Wed,2019-07-24,1,39.1412,-94.3515,39.545681,-95.29634,33.49,0,1.0277779453563898,19
